classificacao_acidente,fase_dia,condicao_metereologica,tracado_via,tipo_veiculo,idade,km
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,2429","0,1754"
Sem Vítimas,Plena Noite,Vento,Curva,Caminhão-trator,"0,7","0,5275"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão,"0,1286","0,6133"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão,"0,2286","0,4192"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,2286","0,4953"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Caminhão-trator,"0,3571","0,9458"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Caminhão,"0,2286","0,9458"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhão-trator,"0,5143","0,5787"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão,"0,6","0,7872"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Caminhão-trator,"0,3143","0,669"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão-trator,"0,3143","0,6031"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão-trator,"0,6571","0,6031"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão,"0,6857","0,6031"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhão-trator,"0,3","0,994"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão,"0,5571","0,7593"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Caminhão-trator,"0,3571","0,7893"
Sem Vítimas,Pleno dia,Céu Claro,Interseção de Vias,Caminhão-trator,"0,3","0,1213"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,4857","0,3009"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhão,"0,3","0,687"
Com Vítimas Fatais,Pleno dia,Céu Claro,Ponte,Caminhão-trator,"0,2571","0,9669"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,2429","0,669"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,4143","0,669"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,6714","0,7743"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,5857","0,5826"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,3857","0,133"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3429","0,6205"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,3286","0,4583"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3429","0,6223"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão,"0,6143","0,6148"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,6571","0,8736"
Com Vítimas Fatais,Pleno dia,Nevoeiro/Neblina,Reta,Caminhão-trator,"0,4429","0,235"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,2571","0,6178"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhão-trator,"0,2571","0,5609"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,4286","0,1077"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,4857","0,1077"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,1","0,1393"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão,"0,3286","0,5576"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,5286","0,7222"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,2714","0,2416"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Caminhão,"0,5","0,5555"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão,"0,6","0,4989"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhão-trator,"0,3429","0,034"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão-trator,"0,3714","0,7322"
Sem Vítimas,Pleno dia,Sol,Em Obras,Caminhão-trator,"0,1286","0,6043"
Sem Vítimas,Pleno dia,Sol,Em Obras,Caminhão-trator,"0,4571","0,6043"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,4286","0,6073"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,2429","0,6509"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3571","0,6509"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,6714","0,669"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão,"0,4571","0,8646"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,3143","0,8646"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,5286","0,3079"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,4","0,3079"
Com Vítimas Feridas,Pleno dia,Sol,Declive,Caminhão-trator,"0,3","0,5366"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,1571","0,5787"
Com Vítimas Feridas,Pleno dia,Sol,Interseção de Vias,Caminhão-trator,"0,2857","0,7081"
Com Vítimas Feridas,Pleno dia,Sol,Interseção de Vias,Caminhão,"0,2","0,7081"
Com Vítimas Feridas,Pleno dia,Sol,Interseção de Vias,Caminhão,"0,3571","0,7081"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,4571","0,1995"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhão-trator,"0,2143","0,3054"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Caminhão,"0,4143","0,0852"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,6143","0,4815"
Sem Vítimas,Pleno dia,Sol,Reta,Caminhão,"0,6286","0,6148"
Sem Vítimas,Pleno dia,Sol,Reta,Caminhão,"0,1857","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhão,"0,5714","0,7201"
Sem Vítimas,Plena Noite,Céu Claro,Interseção de Vias,Caminhão-trator,"0,1857","0,6058"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhão-trator,"0,3714","0,591"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Caminhão-trator,"0,2571","0,3891"
Sem Vítimas,Pleno dia,Chuva,Desvio Temporário,Caminhão-trator,"0,7","0,6013"
Com Vítimas Fatais,Pleno dia,Céu Claro,Aclive,Caminhão,"0,3571","0,4598"
Com Vítimas Fatais,Pleno dia,Nublado,Reta,Caminhão-trator,"0,4429","0,1077"
Com Vítimas Fatais,Pleno dia,Nublado,Reta,Caminhão,"0,1286","0,1077"
Com Vítimas Fatais,Pleno dia,Nublado,Reta,Caminhão,"0,0714","0,1077"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhão,"0,5","0,5215"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhão-trator,"0,3143","0,6539"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Caminhão-trator,"0,5857","0,6539"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,7857","0,545"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,2571","0,5811"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,4143","0,6208"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Caminhão-trator,"0,3429","0,4553"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,4571","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,3143","0,5772"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhão,"0,3143","0,8796"
Com Vítimas Fatais,Pleno dia,Céu Claro,Aclive,Caminhão,"0,4","0,0475"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,4857","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhão-trator,"0,5143","0,8646"
Com Vítimas Fatais,Pleno dia,Garoa/Chuvisco,Reta,Caminhão-trator,"0,3143","0,5005"
Com Vítimas Fatais,Pleno dia,Nublado,Reta,Caminhão-trator,"0,3143","0,1791"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,1857","0,6299"
Com Vítimas Feridas,Plena Noite,Céu Claro,Rotatória,Caminhão-trator,"0,5714","0,8676"
Com Vítimas Feridas,Plena Noite,Céu Claro,Rotatória,Caminhão-trator,"0,4857","0,8676"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Caminhão-trator,"0,2714","0,7081"
Sem Vítimas,Plena Noite,Nublado,Reta,Caminhão-trator,"0,1143","0,4427"
Com Vítimas Feridas,Pleno dia,Chuva,Rotatória,Caminhão-trator,"0,6143","0,8856"
Com Vítimas Feridas,Pleno dia,Chuva,Rotatória,Caminhão,"0,4571","0,8856"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhão-trator,"0,7714","0,5155"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhão,"0,0857","0,5155"
Sem Vítimas,Plena Noite,Nublado,Aclive,Caminhão-trator,"0,3143","0,681"
Sem Vítimas,Plena Noite,Nublado,Reta,Caminhão-trator,"0,2429","0,666"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Caminhão,"0,4","0,9525"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Caminhão,"0,3143","0,9525"
Com Vítimas Fatais,Pleno dia,Nublado,Aclive,Caminhão-trator,"0,6714","0,5441"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhão,"0,6143","0,6028"
Sem Vítimas,Pleno dia,Céu Claro,Em Obras,Caminhão-trator,"0,4571","0,6208"
Sem Vítimas,Pleno dia,Céu Claro,Em Obras,Caminhão-trator,"0,2571","0,6208"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão-trator,"0,6857","0,0069"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhão,"0,4429","0,4649"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhão,"0,3","0,6058"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhão,"0,4143","0,6058"
Com Vítimas Feridas,Amanhecer,Chuva,Desvio Temporário,Caminhão,"0,6571","0,6046"
Com Vítimas Feridas,Pleno dia,Céu Claro,Viaduto,Caminhão-trator,"0,6857","0,6259"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Caminhão,"0,5857","0,9654"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão,"0,1571","0,4794"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão,"0,2429","0,4794"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhão-trator,"0,5286","0,4794"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,1714","0,6768"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,0429","0,2928"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,0286","0,2928"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,6286","0,2928"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,2429","0,6208"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,6429","0,6208"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Micro-ônibus,"0,5143","0,6506"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Micro-ônibus,"0,5143","0,6506"
Com Vítimas Feridas,Amanhecer,Nublado,Reta,Motocicleta,"0,1429","0,5336"
Com Vítimas Feridas,Amanhecer,Nublado,Reta,Motocicleta,"0,0857","0,5336"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,1429","0,6166"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,4857","0,6166"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,5286","0,9669"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,2714","0,9669"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,2","0,9669"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3429","0,6118"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,4","0,5393"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,4286","0,5393"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,4","0,5393"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4429","0,6178"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Ônibus,"0,4429","0,6338"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Bicicleta,"0,2286","0,6338"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,2286","0,0497"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,2857","0,0497"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3143","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,2143","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Bicicleta,"0,4","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3429","0,375"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3143","0,375"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,9","0,3088"
Com Vítimas Feridas,Pleno dia,Céu Claro,Rotatória,Caminhonete,"0,3143","0,5727"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,3429","0,4824"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5857","0,4824"
Sem Vítimas,Amanhecer,Chuva,Reta,Automóvel,"0,1714","0,6289"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,1143","0,6599"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,0571","0,6599"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,5857","0,6599"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4714","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1571","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Utilitário,"0,1714","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4571","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Ponte,Caminhonete,"0,3286","0,9973"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,2286","0,9383"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2143","0,6118"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1429","0,6058"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,2","0,6058"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5143","0,2537"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,0286","0,2537"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,0286","0,2537"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,0286","0,2537"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Bicicleta,"0,4714","0,5667"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2","0,6148"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,4286","0,6774"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,2","0,6774"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3","0,5998"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0714","0,5998"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,3857","0,5727"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,3857","0,5727"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Motocicleta,"0,2","0,5998"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,5286","0,7412"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,3429","0,7412"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Bicicleta,"0,1143","0,573"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,6571","0,4493"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,5286","0,4493"
Com Vítimas Feridas,Pleno dia,Garoa/Chuvisco,Interseção de Vias,Motocicleta,"0,1286","0,6058"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motor-casa,"0,4714","0,681"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Camioneta,0,"0,7653"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Camioneta,"0,3714","0,7653"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3714","0,5967"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1429","0,5967"
Com Vítimas Feridas,Pleno dia,Chuva,Em Obras,Caminhonete,"0,2714","0,7081"
Com Vítimas Feridas,Pleno dia,Chuva,Em Obras,Caminhonete,"0,5143","0,7081"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,3","0,1484"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,0857","0,1484"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,0429","0,1484"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,1","0,1484"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,3286","0,1484"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,0714","0,1484"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,1","0,1484"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Micro-ônibus,"0,5429","0,1484"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,2714","0,6106"
Com Vítimas Feridas,Pleno dia,Nublado,Desvio Temporário,Automóvel,"0,1286","0,7999"
Com Vítimas Feridas,Pleno dia,Nublado,Desvio Temporário,Automóvel,"0,1286","0,7999"
Com Vítimas Feridas,Pleno dia,Nublado,Desvio Temporário,Automóvel,"0,0714","0,7999"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3714","0,5516"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3714","0,5516"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Motocicleta,"0,2571","0,2859"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Caminhonete,"0,1","0,2859"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhonete,"0,1714","0,5796"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,3143","0,5796"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,2143","0,5796"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,2286","0,9958"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,0714","0,9958"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Motocicleta,"0,2571","0,9958"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Automóvel,"0,1286","0,2564"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,4714","0,6205"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motoneta,"0,3286","0,6205"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Camioneta,"0,3857","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3286","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3143","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2429","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2429","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3857","0,6148"
Com Vítimas Fatais,Plena Noite,Chuva,Declive,Automóvel,"0,2857","0,9187"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Camioneta,"0,1857","0,78"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Camioneta,"0,2857","0,78"
Sem Vítimas,Plena Noite,Nublado,Aclive,Caminhonete,"0,4143","0,6178"
Sem Vítimas,Plena Noite,Nublado,Aclive,Automóvel,"0,4143","0,6178"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Caminhonete,"0,1143","0,5275"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Motocicleta,"0,1143","0,2356"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,2429","0,5787"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Caminhonete,"0,3286","0,5787"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Bicicleta,"0,5857","0,5998"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhonete,"0,1143","0,8583"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhonete,"0,2714","0,8583"
Com Vítimas Feridas,Amanhecer,Chuva,Reta,Caminhonete,"0,8429","0,9203"
Com Vítimas Feridas,Amanhecer,Chuva,Reta,Caminhonete,"0,3571","0,9203"
Com Vítimas Feridas,Amanhecer,Chuva,Reta,Automóvel,"0,3571","0,9203"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,4714","0,5636"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,7571","0,6031"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4143","0,6031"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1857","0,6031"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1","0,6031"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Automóvel,"0,3","0,7893"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5714","0,1785"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1571","0,1785"
Com Vítimas Feridas,Pleno dia,Céu Claro,Rotatória,Automóvel,"0,2","0,5751"
Com Vítimas Feridas,Pleno dia,Céu Claro,Rotatória,Motocicleta,"0,3857","0,5751"
Com Vítimas Feridas,Pleno dia,Céu Claro,Rotatória,Motocicleta,"0,4","0,5751"
Com Vítimas Feridas,Pleno dia,Garoa/Chuvisco,Reta,Automóvel,"0,5857","0,693"
Com Vítimas Feridas,Pleno dia,Garoa/Chuvisco,Reta,Caminhonete,"0,1714","0,693"
Com Vítimas Fatais,Pleno dia,Chuva,Curva,Automóvel,"0,0429","0,1815"
Com Vítimas Fatais,Pleno dia,Chuva,Curva,Automóvel,"0,2429","0,1815"
Com Vítimas Fatais,Plena Noite,Vento,Declive,Automóvel,"0,5286","0,4643"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motoneta,"0,1","0,5757"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,0714","0,5757"
Com Vítimas Fatais,Amanhecer,Céu Claro,Reta,Automóvel,"0,1286","0,6488"
Com Vítimas Fatais,Amanhecer,Céu Claro,Reta,Automóvel,"0,0286","0,6488"
Com Vítimas Fatais,Amanhecer,Céu Claro,Reta,Automóvel,"0,0714","0,6488"
Com Vítimas Fatais,Amanhecer,Céu Claro,Reta,Automóvel,"0,0286","0,6488"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2571","0,7472"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,3714","0,6058"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,0857","0,6058"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,0857","0,6058"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,2571","0,2341"
Sem Vítimas,Pleno dia,Chuva,Reta,Caminhonete,"0,4143","0,4884"
Com Vítimas Fatais,Plena Noite,Ignorado,Reta,Automóvel,"0,3857","0,2344"
Com Vítimas Fatais,Plena Noite,Ignorado,Reta,Automóvel,"0,4","0,2344"
Com Vítimas Fatais,Plena Noite,Ignorado,Reta,Caminhonete,"0,0714","0,2344"
Com Vítimas Fatais,Plena Noite,Ignorado,Reta,Caminhonete,"0,1143","0,2344"
Com Vítimas Feridas,Plena Noite,Nublado,Declive,Automóvel,"0,1857","0,4746"
Com Vítimas Feridas,Plena Noite,Nublado,Declive,Automóvel,"0,1429","0,4746"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,2429","0,4914"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,5143","0,4914"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0857","0,5727"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0429","0,5727"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0571","0,5727"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2","0,693"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4","0,693"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,2","0,4373"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,2143","0,4373"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,3429","0,4373"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Automóvel,"0,2143","0,6208"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Camioneta,"0,2571","0,6208"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,4143","0,0873"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,3429","0,0873"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5286","0,0873"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,0857","0,0873"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5857","0,0873"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Bicicleta,0,"0,6991"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Caminhonete,"0,3286","0,6088"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,6857","0,6085"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motoneta,"0,1","0,6085"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Automóvel,"0,5143","0,7322"
